	erytrocyty	trombocyty	weight	name	hbver	ssn	relationship	er-cv	smoker	indicator	hematokrit	leukocyty	alp	hemoglobin	ast	alt	etytr
8860	8.46458	6.96655	89.89328	Sean Blair	8.16905	207-72-6974	separated	59.61862	no	1.00000	8.95320	5.60124	79.57006	6.29069	66.12636	3.59778	5.89109
8861	6.58849	7.77038	54.21817	Courtney Serrano	8.02963	840-47-4055	single	63.90545	no	1.00000	6.85722	6.43806	88.55079	6.22772	73.72479	0.89466	6.10807
8862	8.49421	6.71919	111.75187	Patricia Craig	7.05463	736-41-4944	divoced	65.09736	no	1.00000	6.67065	5.92416	80.58366	5.80502	70.98243	3.74568	5.63633
8863	7.01063	6.43106	62.39322	Jacob Mcknight	7.45039	422-74-1249	separated	59.82197	yes	1.00000	4.75291	9.43061	78.22312	6.14296	74.03774	1.61204	9.12768
8864	5.50591	7.13025	14.26236	Corey Anderson	6.66362	117-72-8384	separated	48.91915	no	1.00000	7.18794	8.39104	54.40560	7.57627	62.94151	0.97285	7.99114
8865	5.28297	6.59867	60.27678	Deborah Chavez	5.45515	550-26-0617	single	57.65155	no	0.00000	6.74770	8.61225	94.70535	5.97889	76.87542	0.80904	6.08879
8866	8.69285	8.31627	93.14671	Katie Glenn	6.93426	732-76-0877	single	63.13472	Y	1.00000	6.31949	5.06917	77.74894	6.34627	61.29474	3.75773	5.34989
8867	8.53162	5.62114	33.41666	Carla Wallace	7.22390	388-97-6409	married	58.62792	yes	1.00000	5.89752	5.37316	38.75042	8.38023	64.12857	3.37950	5.27273
8868	4.96525	7.41910	96.49480	Zachary Gray	5.94325	822-79-6020	single	41.03482	no	1.00000	7.12999	8.19473	58.33825	7.49989	91.17409	1.30619	7.19805
8869	7.40294	6.98359	28.31096	Micheal Wright	10.45141	650-76-2907	separated	75.73276	no	1.00000	6.68315	4.99260	78.31078	6.85518	77.99583	1.42694	5.63970
8870	6.65389	6.58289	36.79729	Melissa Brown	7.03941	703-73-4539	married	68.36028	no	0.00000	7.92605	8.40314	77.40352	6.79071	84.34034	0.81914	7.40230
8871	5.48722	6.60335	23.84965	Justin Young	5.28436	540-37-7352	divoced	41.15807	no	1.00000	5.78369	7.54105	58.78556	7.65754	62.33052	0.81144	8.95804
8872	5.16509	8.31991	60.91831	Rebekah Marsh	8.20100	572-85-1419	widowed	73.15505	Y	0.00000	7.30613	7.85005	82.76855	6.60289	66.89206	0.78600	5.48212
8873	6.20309	7.42727	60.21827	Mary Bell	5.68310	807-83-2054	single	26.21495	yes	1.00000	8.00977	8.04775	44.89136	7.87027	52.33549	0.97578	7.65044
8874	8.24546	6.77867	74.06667	Stacey Bryant	7.97859	626-02-1114	divoced	25.19318	no	1.00000	5.73830	6.52903	89.30877	5.93297	81.61917	2.72954	6.03458
8875	7.58377	8.11797	43.25164	Robert Barrera	10.34549	610-46-9886	divoced	62.08270	no	0.00000	7.71522	7.63257	71.45148	5.27818	74.62762	1.49352	10.71618
8876	5.17224	6.78745	53.13160	Randy Thompson	8.35041	675-16-5640	single	58.21530	yes	0.00000	5.61328	7.79988	63.89352	5.21370	68.99749	0.58382	7.09356
8877	5.71211	5.49220	91.32346	Randall Clarke	8.72234	759-37-1260	divoced	71.54244	no	0.00000	7.59554	6.89884	94.57155	6.09172	65.86001	0.40978	4.93413
8878	10.74500	5.84164	53.47197	Whitney Malone	4.96803	769-82-8978	married	66.05588	Y	1.00000	5.86632	8.40586	42.23039	8.06697	70.55078	23.20047	6.57817
8879	5.59560	6.35707	41.93604	Allison Reese	6.89929	583-62-5338	single	44.55655	no	1.00000	6.59361	9.20384	30.53945	8.35795	75.91347	0.78559	8.55621
8880	10.10380	8.54175	55.10957	Justin Jackson	7.68469	347-43-9155	married	37.52505	yes	1.00000	7.72271	8.40573	93.02859	6.63236	59.52515	12.35010	6.99267
8881	4.68230	5.42326	141.75846	Leslie Oconnor	4.00640	811-46-9877	married	50.30621	no	0.00000	7.66969	8.67004	83.46142	6.32240	75.99734	0.53422	5.70360
8882	8.42451	8.19016	39.92177	Kathryn Jackson	6.11768	254-36-1516	nop	75.77947	no	1.00000	6.23116	5.30803	75.84539	7.06749	81.70114	2.79945	5.67142
8883	6.02805	6.72851	43.09654	William Brown	4.52720	601-51-8105	widowed	48.39426	yes	1.00000	6.53706	6.80851	79.76643	6.31789	66.81052	0.68681	7.92635
8884	7.81599	6.11422	98.87115	Richard Ibarra	4.57426	619-08-0188	divoced	65.00412	yes	1.00000	9.37468	3.04361	79.10328	6.45985	84.30754	1.84064	4.14998
8885	8.89517	4.71016	48.51369	Jamie Decker	11.44337	333-22-0442	single	67.82140	yes	1.00000	6.83277	8.04629	64.36529	7.41299	72.54693	3.91496	6.63149
8886	6.92467	6.56509	60.04427	Rebecca Mcclain	7.30252	518-39-3617	married	75.54721	no	1.00000	7.65859	9.51827	86.41556	6.02928	68.92968	1.05887	8.27764
8887	6.05032	5.10975	38.49981	Larry Pham	6.95682	855-75-6277	divoced	49.50844	no	0.00000	6.03452	9.51907	89.22579	6.63367	76.30210	0.63799	8.26875
8888	5.34533	6.47002	33.82056	Kyle Gonzales Jr.	4.86415	284-86-8161	divoced	70.20401	yes	1.00000	6.57654	7.52793	83.34378	5.81147	83.86787	0.42521	9.41796
8889	10.68962	6.47029	37.77614	Kristina Cole	8.71795	646-54-6127	divoced	64.63749	N	1.00000	6.63283	6.95062	54.74965	7.61096	77.89792	21.88525	5.98858
8890	4.98239	7.52223	89.24057	Lisa Lynch	5.42804	047-49-8594	married	61.09321	Y	1.00000	7.95335	7.43204	74.88018	6.95698	68.88961	0.83818	5.03389
8891	7.59731	7.82926	66.44371	Jasmine Fletcher	8.35983	384-62-3560	married	59.77684	N	1.00000	5.81412	4.34596	24.39878	8.55677	70.68713	1.76155	5.50593
8892	5.43672	6.62703	56.22432	Wayne Krause	6.40079	309-86-6042	married	55.88639	no	1.00000	8.25531	9.01076	86.02072	6.78257	69.27561	0.72949	7.73780
8893	7.82134	4.94719	125.38425	Alex Kelly	4.42670	476-14-7062	married	37.65063	no	1.00000	6.98283	4.31788	57.95572	7.60476	80.07010	2.09941	4.68129
8894	8.49969	9.11600	63.73235	Jessica Arias	9.42618	204-07-3369	divoced	65.67257	yes	1.00000	7.92431	5.72641	47.00922	7.77776	65.54982	3.18312	4.99307
8895	8.70201	6.55192	51.97930	Lisa Vega	8.54906	857-55-1263	married	51.02128	yes	0.00000	7.10479	9.16579	71.30082	7.23053	73.90267	3.56656	7.97956
8896	8.69851	6.18965	61.01521	Seth Miller	6.27774	849-82-1614	separated	62.81137	no	0.00000	7.96762	6.97272	62.41961	7.32060	56.25943	4.08154	6.31029
8897	4.45801	7.01841	21.57243	Dr. John Jones MD	6.82817	536-59-9870	married	44.24525	no	0.00000	8.32840	9.80882	82.31311	5.84027	64.23603	0.81755	5.96582
8898	6.51786	8.29674	112.27200	Jason Cannon	6.33656	226-86-4418	married	70.13254	no	1.00000	6.94106	8.18127	53.69673	7.64774	82.65858	1.13218	6.22013
8899	7.17839	7.02030	89.45608	Jason Jenkins	9.89767	541-78-4248	married	39.31486	N	1.00000	7.64996	6.06143	84.49083	6.85106	79.24054	1.15439	5.77002
8900	6.11062	7.06124	33.82078	Barbara Moore	6.93895	034-05-7049	divoced	34.36604	yes	1.00000	6.52634	9.07900	85.25689	6.99913	65.72360	0.79495	6.64485
8901	5.80148	7.10815	78.29653	Lindsey Martinez	5.43614	255-06-4716	married	46.94897	Y	1.00000	7.76535	8.13872	49.70433	7.82009	67.81543	0.95397	8.69573
8902	6.87250	8.91508	73.50217	Paul Norton	7.79208	336-22-4117	married	63.38302	N	1.00000	7.29854	4.83978	78.72012	6.98620	74.04417	1.27799	5.69881
8903	5.47183	7.35335	72.48323	James Payne	8.82644	896-62-9023	widowed	71.08120	Y	0.00000	7.94336	6.79954	69.65405	5.19965	79.46651	0.81302	5.16952
8904	4.14392	5.34720	-2.52819	Tiffany Peters	5.05432	575-12-9154	single	48.14292	no	1.00000	7.35092	7.63840	75.13728	7.03157	67.10035	1.13347	8.15384
8905	7.02285	7.76563	119.95087	Marilyn Fernandez	9.02252	058-84-4002	single	51.13913	no	1.00000	6.48721	4.81822	32.83341	8.29350	76.92355	0.91880	5.70987
8906	8.69861	6.10809	51.89867	Lisa Castro	6.05469	599-26-0652	single	55.72215	Y	1.00000	6.52374	6.75857	53.40558	7.88531	75.21056	3.20583	6.41686
8907	7.53123	7.39383	25.63407	Maria Taylor	9.48081	029-84-2569	married	62.70035	no	1.00000	7.70702	5.86966	55.66309	5.04697	78.17477	1.54943	5.78817
8908	8.38587	7.25968	149.35054	Michael Johnson	8.18085	871-38-9631	single	69.96549	yes	0.00000	6.13816	7.54085	77.07288	5.48405	73.20809	2.92373	8.09282
8909	7.57689	7.04885	60.51588	Vincent Hawkins	9.93544	806-42-4783	single	44.49296	Y	0.00000	5.96808	9.28315	84.95781	6.60494	73.98002	1.87492	10.19571
8910	7.80857	6.90477	77.16482	Hector Vincent	8.34539	468-67-7419	single	34.07551	yes	1.00000	7.37371	5.28589	65.73053	5.31118	66.00571	2.26728	5.64997
8911	4.98450	5.36469	57.54140	John Phillips	4.99754	847-06-4515	single	68.70088	no	1.00000	7.43462	7.29920	81.14574	7.08522	77.77342	1.02247	7.18314
8912	9.32929	6.31327	93.23421	Jennifer Hughes	8.53951	465-10-7318	nop	67.98316	Y	0.00000	8.33329	7.22144	71.76237	5.30196	77.89470	6.00889	7.10480
8913	6.38616	6.20648	54.20905	Claudia Diaz	4.53741	480-65-3609	married	69.60274	Y	1.00000	7.49018	7.01664	77.35648	7.11197	74.82424	0.94433	7.11822
8914	6.69365	4.86444	-4.73528	Maria Taylor	10.65781	029-84-2569	married	57.18413	no	1.00000	7.32959	5.45003	82.43511	6.48872	57.62411	0.71883	5.29221
8915	7.29814	7.47044	99.27656	Katie Bridges	9.34978	329-70-0349	widowed	67.33191	no	1.00000	5.04762	6.37797	59.58975	7.60197	68.38679	1.65624	6.04568
8916	7.33437	7.78699	81.51087	Bryan Young	8.59107	308-03-1561	divoced	51.24432	no	0.00000	6.24580	6.83735	79.22523	6.36137	72.80863	1.95540	8.62729
8917	6.93368	7.22558	69.10455	Timothy Abbott	8.24847	558-95-0718	divoced	83.48564	no	0.00000	5.19115	6.75786	60.72422	5.01172	66.81531	1.59445	8.65221
8918	7.94847	6.37404	74.61036	Tiffany Coffey	9.00889	438-06-2698	single	53.17846	yes	1.00000	6.82356	4.91908	87.01309	6.09840	79.65976	2.36986	5.84316
8919	5.44532	5.61304	117.84034	James Daniels	7.52592	856-64-4418	single	47.46863	Y	0.00000	7.56497	8.38398	88.53380	6.57049	74.49311	0.76453	4.32279
8920	5.53734	5.65394	46.34589	Mark Garcia	6.38332	276-58-6427	separated	58.97749	Y	0.00000	7.84711	10.15412	87.36299	6.34836	64.10565	0.72140	5.57048
8921	5.31207	5.74575	70.89330	Christina Tate	8.87826	242-08-0800	nop	62.76022	no	0.00000	6.77866	6.74131	12.42856	9.27544	68.34144	0.81428	6.65998
8922	4.70177	6.51071	46.51234	Mrs. Holly Robinson	5.16203	270-94-1452	nop	66.84013	N	1.00000	7.36440	8.12053	23.19047	8.72237	64.75788	0.47305	8.56840
8923	7.32917	8.32017	113.32427	Misty Hawkins	7.29490	177-99-5293	single	38.55322	no	0.00000	7.45794	8.54005	76.90719	7.28215	70.21045	1.77629	7.48841
8924	10.11267	6.66336	37.01245	Ashley Hinton	6.11682	682-11-4138	single	81.48685	Y	1.00000	7.59289	8.05842	88.99443	6.25510	62.83933	12.90088	6.77656
8925	9.41711	6.65255	72.42989	Jay Larson	8.51258	389-77-5502	nop	60.10671	yes	0.00000	6.48315	5.93457	64.26174	7.46811	65.51083	6.87244	8.86598
8926	7.62181	8.02441	77.93132	Ebony Wilson	11.12699	465-02-7258	married	50.54092	no	1.00000	6.02285	4.89573	8.75624	9.36626	69.81527	1.64350	5.07007
8927	5.56616	5.61446	53.12371	Daniel Winters	6.13955	680-02-5084	nop	48.08844	Y	1.00000	6.78212	8.02592	89.73827	5.95958	78.07728	1.39453	8.10355
8928	9.67832	7.58984	84.64014	Patrick Garza	11.14224	152-91-7388	widowed	49.09026	Y	1.00000	7.28179	7.81969	59.11183	7.57803	72.49766	8.36138	6.80392
8929	6.99693	4.69383	20.05195	Christopher Rivera	5.51088	235-71-4572	married	52.34966	no	0.00000	8.09806	6.50809	63.34268	7.31515	65.10102	1.56766	6.24096
8930	7.16900	6.30336	128.85114	Jeffrey Gray	6.20343	021-18-7651	married	65.51221	no	1.00000	7.21577	4.51917	89.02563	6.20756	65.96467	1.38572	5.37000
8931	6.00252	5.90471	106.13786	Michael Yang	8.03358	555-31-4962	single	52.91560	yes	0.00000	6.57468	7.78097	86.08587	6.04784	75.94513	0.60600	5.22871
8932	4.88802	7.52674	58.03206	James Duffy	3.67321	243-76-7785	married	59.84389	no	1.00000	7.08515	6.98732	35.88996	8.28200	81.36355	1.14640	7.94882
8933	8.27952	5.39218	65.93593	Brittany Willis	7.91977	834-38-3518	separated	67.92830	yes	1.00000	6.97755	7.13750	83.96994	6.37169	68.01824	2.92451	6.58305
8934	6.79654	7.40499	83.63003	Andrew Coleman	7.97613	064-60-6010	married	42.18847	N	0.00000	6.27289	8.01634	67.99145	7.32089	77.01623	1.10030	5.44791
8935	6.56538	7.21855	95.02563	Corey Anderson	10.88212	117-72-8384	widowed	37.32163	no	0.00000	6.16394	9.38265	76.87620	6.80273	76.13760	1.68671	11.12111
8936	8.74947	7.25958	120.86339	Christopher Hanson	8.08181	079-08-5547	nop	50.46516	yes	1.00000	6.27734	5.06161	82.41906	6.54221	68.12803	3.36749	5.20106
8937	5.40758	5.78617	81.37404	Michelle Lewis	4.56470	813-06-0665	married	76.65899	no	1.00000	6.97020	6.77870	86.97187	6.29607	77.53109	1.04704	7.86927
8938	10.17009	5.65214	55.66001	Derek Lopez	9.71586	222-64-1922	widowed	83.04607	no	0.00000	6.46520	7.20290	65.97464	5.21644	70.55579	13.65310	8.99497
8939	4.40740	6.59640	47.65849	Kristie Smith	5.92851	603-50-2950	married	58.89158	no	1.00000	7.75535	8.01033	85.04741	5.97517	72.46646	1.45360	9.87641
8940	6.02278	6.58489	71.21575	Michael Tyler MD	5.20321	218-86-5209	married	62.57148	Y	1.00000	6.38177	7.60820	62.98332	7.31975	65.18903	1.04954	7.66678
8941	8.36551	5.78116	103.45882	Martin Simmons	7.77738	645-97-0327	divoced	52.06400	Y	0.00000	6.77826	8.45446	85.92618	7.13335	78.79712	3.01616	9.17359
8942	4.63425	7.43833	73.09563	Angel Hooper	5.20260	326-10-7292	single	64.37382	no	1.00000	7.57107	7.92994	70.24173	7.30476	74.95298	0.71818	7.12781
8943	8.44639	6.23898	56.73139	Russell Williams	8.09795	182-58-0158	single	53.39092	no	0.00000	6.11424	9.86580	80.57627	6.61585	71.27980	3.22394	7.67774
8944	9.70675	4.48342	87.65028	Wayne Krause	4.76636	309-86-6042	divoced	47.34724	no	1.00000	5.15904	6.36809	89.97808	6.43388	73.43845	8.55421	6.19615
8945	7.64128	9.27068	90.71316	Kenneth Conner	7.57001	299-21-6804	nop	40.82596	no	1.00000	6.74166	4.96700	67.47820	7.55292	82.36992	1.66294	5.04078
8946	7.27066	7.03037	80.00143	Clarence Jones	6.12636	429-69-5502	single	47.21848	yes	1.00000	7.27450	4.93150	73.39963	7.15158	75.00239	1.50803	5.44458
8947	5.87966	8.61465	-3.01623	Michelle Johns	6.09091	627-77-5911	married	45.66526	no	1.00000	7.70539	8.09621	45.20333	4.74257	74.88121	1.12274	8.48922
8948	6.32150	5.63990	81.72807	Christina Robinson	4.60814	767-24-9641	separated	64.06861	yes	1.00000	8.24198	7.63852	87.78566	6.07758	75.94649	1.14236	9.46266
8949	9.34003	5.54075	94.16408	Patricia Butler	8.23886	231-95-9814	single	52.44283	Y	1.00000	5.63859	6.09354	81.55469	6.35166	81.90342	6.27614	5.24526
8950	5.87939	6.28887	91.59349	Mercedes Williams	3.23656	656-97-4822	widowed	70.94781	no	1.00000	8.48036	6.62590	94.05503	6.21335	83.58722	1.44593	6.62376
8951	8.38601	5.59689	55.24016	Barbara Perez	6.99928	251-71-6784	single	41.05482	N	1.00000	5.94615	6.85755	83.61076	5.44586	80.18996	3.03865	6.51185
8952	7.81617	7.26612	138.56030	Ethan Ellis	9.50609	757-50-8574	married	38.23129	no	1.00000	7.38655	6.79256	81.07315	6.51340	71.53123	1.81245	6.71075
8953	5.43509	6.39237	62.00154	Ashley Mejia	7.63653	825-87-2350	married	50.67308	Y	0.00000	8.62343	9.07242	88.40545	6.16127	81.90388	0.88346	4.77607
8954	5.60122	5.79753	102.84194	Marilyn Ramirez	8.57258	564-17-5821	separated	44.21663	yes	0.00000	7.15177	7.38926	88.38024	6.58056	77.07362	0.91595	4.91998
8955	6.81276	7.74591	47.57218	Joyce Waters	5.38816	716-51-1752	divoced	22.77215	no	0.00000	5.28943	7.65286	47.33412	7.83585	78.09872	1.33215	5.72189
8956	6.61691	7.24413	48.59562	Teresa Mitchell	5.03636	667-98-2560	divoced	52.98212	yes	1.00000	7.53914	7.80099	62.33060	7.57409	75.66403	1.06546	8.94892
8957	5.93618	6.36143	74.65225	Mike Young	9.11967	735-32-6696	divoced	42.56069	no	0.00000	6.89497	6.75109	63.44196	7.30235	72.39557	1.24622	6.89393
8958	8.38383	7.41295	59.42442	Daniel Williams	7.90255	144-13-3017	divoced	53.85222	no	1.00000	7.84182	7.15165	61.30536	7.60554	67.40384	2.94792	6.24364
8959	3.60306	5.81534	39.87899	Rebecca Phillips	4.46226	597-87-5008	separated	51.37442	N	1.00000	6.72704	6.91688	66.54954	5.31750	75.50353	0.88872	8.27402
8960	4.57277	6.94285	93.54113	Thomas Hamilton	4.13121	276-55-0876	single	57.81140	no	1.00000	7.37603	7.19459	75.24942	6.93199	74.50429	0.65294	8.18679
8961	4.88360	7.44670	60.46758	Daniel Bennett	5.43682	579-15-8280	single	55.67498	yes	1.00000	6.47218	7.80720	82.78967	6.49541	74.58800	1.25614	9.60576
8962	3.53721	7.41103	68.05264	Timothy Nichols	6.36214	897-01-4210	married	56.64976	no	0.00000	5.56564	9.90541	31.39910	8.00545	72.83047	0.71695	5.35015
8963	5.90522	6.16933	83.49739	Ruben Johnson	5.17112	401-62-6690	separated	52.62133	no	1.00000	5.51409	7.79633	79.98811	6.88759	75.93553	1.23443	7.25888
8964	7.45914	7.66809	20.03871	Whitney Daniel	5.19910	805-44-5128	separated	52.58735	yes	0.00000	6.83819	6.47026	22.76496	8.95258	69.52569	1.71732	4.36631
8965	7.79011	8.83238	83.14769	Melissa Walker	7.05424	505-69-6362	nop	81.97640	yes	0.00000	8.40454	9.36121	80.74844	6.61886	70.55188	2.06249	7.43060
8966	8.60331	5.18032	45.55410	Lisa Lee	9.61714	105-21-5867	nop	33.72987	Y	1.00000	8.21992	6.03355	48.66519	7.76930	66.14421	3.68754	6.14350
8967	5.83167	6.85578	40.92253	Jaime Martin	8.08723	457-40-0254	single	49.34966	Y	0.00000	5.91476	7.91690	87.11298	6.36056	74.74816	1.07370	5.04411
8968	8.79349	6.30387	43.62267	Paul Jacobs	7.36027	828-05-6518	divoced	54.89200	yes	1.00000	6.30079	7.04851	77.13505	5.56853	84.57335	4.33625	6.72956
8969	8.28432	5.33280	59.07574	Jeremy Hines	5.43263	318-35-7004	married	58.25978	yes	0.00000	6.84305	5.90291	52.65533	7.71152	81.34221	2.71313	4.77930
8970	7.78985	6.71482	20.57977	Adam Haynes	6.41401	899-03-1286	single	72.84132	no	1.00000	6.91416	8.29818	47.15223	7.86610	76.47160	2.12711	8.62663
8971	9.55226	8.79449	51.00610	Samantha Travis	6.41458	363-14-1205	married	72.90235	yes	1.00000	9.00262	6.70180	59.43192	7.45326	80.15927	7.40636	6.05492
8972	4.25925	6.84464	107.23169	Jacqueline Kemp	5.21664	320-58-9654	nop	48.39353	N	1.00000	8.31896	7.62971	69.60472	7.46260	80.15855	1.11983	6.56320
8973	5.20212	5.94542	70.75875	Kristi Washington	8.24150	455-39-3009	divoced	55.05768	no	0.00000	5.37980	8.13574	48.75350	7.86305	72.72230	0.54020	5.09698
8974	5.70484	6.36304	78.04233	Jasmine Ochoa	9.41964	749-62-4011	married	74.82613	N	0.00000	7.55486	6.53351	87.28098	7.10125	78.53968	1.00514	5.05915
8975	9.48084	7.68890	67.19592	Mark Nunez	10.12014	336-95-2484	divoced	53.91820	Y	0.00000	6.37606	8.30513	34.54221	8.23193	77.09043	6.79081	10.11111
8976	5.32552	6.87654	18.14152	Nicholas Martinez	6.01120	866-56-2670	single	45.11216	no	1.00000	5.02472	7.47491	50.58554	7.90008	74.02728	0.92001	10.01063
8977	8.41402	8.24263	47.18878	Taylor Harrington	10.58871	637-72-0112	divoced	47.71594	yes	1.00000	5.76139	7.16883	85.67466	5.94675	71.29313	2.95123	5.94767
8978	6.35498	5.11960	73.99942	Cynthia Howe	6.73212	799-39-8979	single	52.21836	yes	1.00000	6.50690	2.39790	20.12314	8.55735	68.22359	0.69670	4.11168
8979	8.31089	10.67897	122.99766	Kathy Lyons	7.92833	779-40-0279	nop	59.48262	Y	1.00000	6.26025	5.55853	78.04014	6.95388	81.84536	2.55932	6.02440
8980	6.35239	4.96184	23.51499	Makayla Welch	8.60137	184-57-4406	widowed	48.93431	no	1.00000	6.84750	4.73453	74.95550	5.67020	70.09865	0.84948	4.99736
8981	6.32822	6.38854	38.65506	Peter Perry MD	5.44282	236-59-0404	widowed	50.37906	no	1.00000	5.11415	7.33997	78.04939	6.57398	71.27605	1.29156	6.46910
8982	6.33435	7.48151	13.14132	Chelsey Rojas	4.64144	583-77-3726	single	60.05928	no	1.00000	6.46809	7.82297	63.70115	5.02083	65.24090	1.43967	9.02636
8983	8.59610	5.65694	29.03609	James Middleton	8.14607	295-44-3792	widowed	54.77686	no	0.00000	5.59926	8.34621	33.07545	8.28768	80.57305	3.26989	8.62208
8984	9.91923	7.05984	-1.20630	Sandra Bennett	9.64724	283-34-2525	single	43.89283	no	0.00000	8.46760	10.13139	85.05740	6.77134	60.68575	10.54600	10.11426
8985	5.55028	6.14508	106.58155	Ronald Parker	9.37661	803-22-5999	nop	56.32125	Y	0.00000	6.62269	6.09441	87.70682	6.07599	74.91817	0.79872	6.42318
8986	5.52361	6.79669	41.20154	Luis Nichols	7.41606	791-42-8448	single	37.32806	Y	1.00000	5.98058	9.20544	53.92521	4.89717	73.09894	1.08673	9.43412
8987	5.87146	6.74691	91.80756	Troy Smith	6.24951	535-77-6366	separated	47.47230	yes	1.00000	6.60001	7.90435	19.08820	8.71001	79.80079	0.81708	8.22548
8988	5.60400	5.69244	66.08161	Jose Smith	7.32584	442-15-4742	married	62.02179	N	0.00000	7.65062	9.11988	41.35799	8.13668	74.78000	1.23367	5.47528
8989	5.19048	6.43606	124.81872	Alyssa Patton	8.14381	234-62-2572	married	51.30686	yes	0.00000	6.54452	8.38308	42.61492	7.76850	65.54449	1.17866	6.78885
8990	4.98782	6.31796	41.92698	James Lee	3.32134	709-65-7732	separated	43.10046	yes	1.00000	6.18834	6.69429	84.15643	5.74229	80.21212	0.85287	8.22041
8991	5.58808	8.91062	40.43448	Philip Snyder	6.90418	858-27-3856	married	45.14719	yes	0.00000	7.20806	9.48768	76.17006	5.55490	73.00927	1.13141	5.68950
8992	4.71578	5.42882	75.44930	Gabrielle Davis	8.47740	417-22-4004	separated	62.21281	yes	0.00000	7.49809	7.75823	24.04428	8.67796	82.80715	0.80524	8.73990
8993	5.79482	6.58349	78.03607	Denise Gardner	5.42924	600-77-4278	widowed	76.34362	no	1.00000	7.56598	7.92064	82.76563	6.54963	80.19186	0.99375	7.12234
8994	7.97779	7.07224	34.74376	Austin Mitchell	7.11526	005-19-2962	separated	61.88587	Y	1.00000	7.20899	5.35917	89.77154	6.28211	67.00481	1.92150	5.24962
8995	5.87386	5.89071	105.37402	David Peterson	6.83643	659-25-8124	single	48.25319	Y	1.00000	9.42467	9.33375	76.14076	7.04936	70.45248	0.29451	8.87558
8996	8.25118	7.77733	-20.20471	Blake Sutton	6.89520	251-87-6649	nop	50.21175	yes	1.00000	5.91100	4.79379	83.85639	6.68110	75.84198	2.43240	5.88827
8997	9.92948	6.23486	72.92024	Jesus Butler	7.89543	733-49-5598	widowed	62.41070	no	1.00000	8.97264	7.33895	89.05035	6.30375	74.21443	10.95510	6.48046
8998	6.72067	6.90230	71.97352	Lisa Johnson	4.96369	201-73-1483	widowed	56.93981	Y	1.00000	7.53464	7.54866	39.67012	7.97159	71.38969	1.42908	8.97407
8999	6.18153	4.69208	-6.35489	Grant Ramirez	9.75653	059-83-2305	widowed	69.47010	Y	1.00000	8.12298	4.77843	75.08768	5.52019	77.00430	0.97382	5.08080
9000	4.58148	6.77250	36.42992	Christopher Crosby	8.89297	258-46-9747	widowed	41.64229	Y	0.00000	7.06305	7.13523	83.98302	6.67963	66.70225	0.56607	7.00883
9001	5.05375	6.66924	61.87942	Clinton Richard	4.51003	353-43-7098	married	50.32265	yes	1.00000	6.48445	7.45810	61.98621	7.45551	83.30656	0.76118	8.14387
9002	7.32852	5.66223	12.93553	John Mitchell	9.33197	375-80-0298	married	70.37197	no	0.00000	6.37361	8.83980	67.28871	7.25784	76.38842	1.87573	8.63176
9003	5.02291	7.56045	91.98961	Travis Smith	7.45472	020-55-7693	nop	51.17731	Y	0.00000	7.91326	9.08077	62.58214	5.13547	73.92866	0.86099	4.48965
9004	6.08866	7.25807	31.65728	Holly Thompson	7.45686	600-53-3805	married	63.29364	no	0.00000	5.94958	12.06033	50.94685	7.73479	72.58467	1.03562	7.84040
9005	7.99313	6.93704	68.89291	Russell Hernandez	7.02102	106-82-8912	divoced	57.92303	no	0.00000	4.49891	6.92444	46.58326	7.94868	71.71820	2.56144	7.04438
9006	8.71817	9.48716	146.12068	Douglas Williams	7.03874	389-96-9867	divoced	64.73152	Y	1.00000	7.30407	3.79725	45.76486	8.00198	73.10527	3.22722	4.57275
9007	7.02703	5.38018	68.15379	Carl Vaughn	9.57050	103-89-1048	single	50.83859	no	0.00000	8.03029	7.63711	79.09802	6.41704	83.94085	1.25714	8.62574
9008	4.43204	6.79206	75.23897	Timothy Clark	5.99958	508-39-0325	married	55.68118	no	1.00000	5.90983	7.92007	38.43754	8.37509	75.34448	0.65630	7.38625
9009	10.10674	6.49449	67.18828	Lindsey Sullivan	7.94803	494-58-9068	married	71.16615	no	1.00000	6.18502	6.82412	80.66651	6.76171	82.67075	12.67670	5.65471
9010	6.33854	7.34908	41.67789	Michael Zuniga	9.66335	318-86-2489	single	62.30694	no	0.00000	7.54712	5.67458	79.20367	7.05375	73.40833	1.09876	4.34854
9011	7.94293	7.40942	77.58988	Timothy Page	8.15594	182-75-1178	married	43.41506	no	1.00000	7.58835	8.63520	41.98071	7.93830	70.45381	2.43222	7.86979
9012	5.37852	8.96535	71.56352	Mrs. Jennifer Beck	8.58211	316-40-6467	separated	48.64989	no	0.00000	8.25809	6.90183	81.82269	5.69710	74.74234	1.24440	5.74341
9013	9.03895	8.90363	41.99579	David Cruz	10.19809	714-75-0726	single	65.45951	Y	0.00000	5.81087	7.14629	61.29618	7.50479	74.40928	4.47244	9.97267
9014	4.12066	8.19848	39.41354	Jennifer Peters	6.25119	105-62-7492	single	58.99814	yes	1.00000	7.26923	8.75940	84.54296	6.03418	79.64783	0.83006	8.37623
9015	8.00301	5.72007	95.17495	Wayne Krause	11.09778	309-86-6042	divoced	73.34625	Y	0.00000	6.53313	9.47731	57.76150	7.73360	80.06130	2.37465	11.45917
